j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 33 17 6.8317 44.1317 37.299999999999997 0.58626840374187261 5.862684E-01 18.5208
02 34 18 10.7635 34.0635 23.300000000000001 0.57458864985001479 5.745886E-01 17.5197
03 35 19 11.4608 28.5608 17.099999999999998 0.56946644291508031 5.694664E-01 16.6212
04 36 20 11.238 24.9380 13.700000000000001 0.59110970922821660 5.911097E-01 15.8104
05 37 21 10.9128 22.3128 11.400000000000000 0.56198766692464397 5.619877E-01 15.0751
06 38 22 10.3944 20.2944 9.9000000000000004 0.55338985536092711 5.533899E-01 14.4051
07 39 23 10.1784 18.6784 8.5000000000000000 0.53274970831176216 5.327497E-01 13.7921
08 40 24 9.5461 17.3461 7.8000000000000007 0.64684233484514220 6.468423E-01 13.2291
09 41 25 9.1227 16.2227 7.1000000000000005 0.59890637430046123 5.989064E-01 12.7103
10 42 26 8.4589 15.2589 6.8000000000000007 0.72150650761571611 7.215065E-01 12.2307
11 43 27 8.2201 14.4201 6.2000000000000011 0.57476370464127657 5.747637E-01 11.786
12 44 28 8.0815 13.6815 5.6000000000000005 0.59595080091883901 5.959508E-01 11.3724
13 45 29 7.6249 13.0249 5.4000000000000004 0.64386414790771818 6.438641E-01 10.9869
14 46 30 7.5362 12.4362 4.9000000000000004 0.67933428399529183 6.793343E-01 10.6267
15 47 31 7.1047 11.9047 4.8000000000000007 0.67637137126682989 6.763714E-01 10.2893
16 48 32 7.1218 11.4218 4.3000000000000007 0.49140179563147818 4.914018E-01 9.97273
17 49 33 6.8806 10.9806 4.1000000000000005 0.55175552320461796 5.517555E-01 9.67504
18 50 34 6.5756 10.5756 4.0000000000000009 0.53475514534267443 5.347551E-01 9.39461
